iter	Logloss
226	0.5625782003
227	0.5623062969
228	0.5620301587
229	0.5617681629
230	0.5615456915
231	0.5613465018
232	0.5610776137
233	0.5609723811
234	0.560514466
235	0.5599899277
236	0.559679603
237	0.5593716353
238	0.559169265
239	0.5589678471
240	0.5584791702
241	0.5580011522
242	0.557681959
243	0.557197758
244	0.556964562
245	0.5565846618
246	0.5561998061
247	0.5559891402
248	0.555713473
249	0.5554127516
250	0.5548230297
251	0.5544431586
252	0.5540977257
253	0.5539389156
254	0.5536177541
255	0.5533235086
256	0.5531218136
257	0.5527842133
258	0.5524525456
259	0.5521380276
260	0.5518996994
261	0.5514644054
262	0.5511367314
263	0.5508950386
264	0.5504589524
265	0.550146263
266	0.5498219634
267	0.5496276315
268	0.5492811759
269	0.5489634452
270	0.548684536
271	0.5483782399
272	0.5479103687
273	0.5477284637
274	0.547319563
275	0.547099559
276	0.5468784995
277	0.5465892119
278	0.5462210813
279	0.5459308116
280	0.5457167683
281	0.5453731031
282	0.5449889286
283	0.5449670784
284	0.5446528051
285	0.5444349002
286	0.5439731433
287	0.5438013549
288	0.5434393011
289	0.5431475899
290	0.5428080928
291	0.5425308387
292	0.5422054884
293	0.541886368
294	0.5414352495
295	0.5411707348
296	0.5407100195
297	0.5402347675
298	0.5398863261
299	0.5396094598
300	0.5394112466
301	0.5392230056
302	0.5388987407
303	0.5384240199
304	0.5381777158
305	0.5377323619
306	0.5375284998
307	0.5373131003
308	0.5367975256
309	0.5364914621
310	0.5360084753
311	0.5357672268
312	0.5354335234
313	0.5352174134
314	0.5347998106
315	0.5345913388
316	0.5342690703
317	0.5337144613
318	0.5333693477
319	0.532846176
320	0.5324574614
321	0.5319799477
322	0.5317261562
323	0.5313090226
324	0.53112957
325	0.5308927567
326	0.5307458335
327	0.5304972391
328	0.530347565
329	0.5301256999
330	0.5298935724
331	0.5297326679
332	0.5294526401
333	0.5290220089
334	0.5287944188
335	0.5285497179
336	0.5284569305
337	0.527987304
338	0.5276806902
339	0.5273424812
340	0.5270756993
341	0.526759556
342	0.5264548553
343	0.526203677
344	0.5259307552
345	0.5256607502
346	0.525191239
347	0.5250243976
348	0.5247282826
349	0.5243694631
350	0.5241580443
351	0.5238752825
352	0.5236585296
353	0.5234977188
354	0.5232171663
355	0.5228368342
356	0.5226251366
357	0.5224226406
358	0.5220754565
359	0.5217973001
360	0.5215478229
361	0.5212818294
362	0.5210063067
363	0.5207636046
364	0.5205630945
365	0.5204933092
366	0.5199386283
367	0.5196718449
368	0.5193120119
369	0.51891815
370	0.5185273349
371	0.5183318673
372	0.5181002839
373	0.5179593313
374	0.5176716404
375	0.5174730296
376	0.517266219
377	0.5170844722
378	0.5167508866
379	0.5164557112
380	0.5160798191
381	0.5158754682
382	0.5155617852
383	0.5153242638
384	0.51519909
385	0.5149176008
386	0.5147452322
387	0.5145368554
388	0.5141298749
389	0.5139353238
390	0.5137273134
391	0.5135370679
392	0.5132533454
393	0.5130809069
394	0.5128330677
395	0.5126131125
396	0.5122913818
397	0.5120514258
398	0.5117649856
399	0.5114580072
400	0.5112402087
401	0.5109773329
402	0.5107475144
403	0.5105037253
404	0.5103487062
405	0.510120236
406	0.5097011374
407	0.5095378269
408	0.509108888
409	0.5088775088
410	0.5087347925
411	0.508258162
412	0.5078896032
413	0.5075291554
414	0.5072832293
415	0.5069620554
416	0.5068032851
417	0.5064182524
418	0.5062202631
419	0.5059607135
420	0.5057433557
421	0.5054536335
422	0.5052207052
423	0.5048275975
424	0.5045442211
425	0.5040947065
426	0.503820459
427	0.5035283973
428	0.5033791928
429	0.5031714081
430	0.5029552981
431	0.5027347958
432	0.5024889414
433	0.5023412511
434	0.5022189038
435	0.5018477257
436	0.5016825846
437	0.5014934774
438	0.5013158849
439	0.5011222715
440	0.5009734818
441	0.5006674094
442	0.5004162182
443	0.5001578874
444	0.4999274385
445	0.4997139865
446	0.4992661924
447	0.498980234
448	0.4987573844
449	0.4985857561
450	0.4983931182
451	0.4982272323
452	0.4980469897
453	0.4978207543
454	0.4975663155
455	0.4973406303
456	0.4970941974
457	0.4968246826
458	0.4965759529
459	0.4962071951
460	0.4961156107
461	0.4955539511
462	0.4954460589
463	0.4951396842
464	0.4947686929
465	0.4946363143
466	0.4944414129
467	0.494264605
468	0.4939630989
469	0.4938192171
470	0.4935312452
471	0.4931918981
472	0.4928531982
473	0.4926178487
474	0.4924902638
475	0.492328354
476	0.4921403963
477	0.4920066267
478	0.491836117
479	0.4914928749
480	0.4911657642
481	0.4909977412
482	0.4907359931
483	0.4905653003
484	0.490385619
485	0.4901712299
486	0.4900375831
487	0.4898456632
488	0.4896104941
489	0.4894165071
490	0.4890570331
491	0.4888466873
492	0.4884837097
493	0.4883153323
494	0.4881670068
495	0.4879251861
496	0.4877589298
497	0.4874979387
498	0.4873045057
499	0.4870417292
500	0.4868207086
501	0.4864616465
502	0.4861133793
503	0.4859239928
504	0.4857038376
505	0.4854353074
506	0.4852038218
507	0.4849505033
508	0.4848319494
509	0.4846733572
510	0.484424131
511	0.4841289425
512	0.4840005168
513	0.4837750483
514	0.4836062707
515	0.4834326617
516	0.4832906961
517	0.4830345425
518	0.482722867
519	0.4822824998
520	0.4820386626
521	0.4818042373
522	0.4815463104
523	0.4813354257
524	0.4809496926
525	0.4808190718
526	0.4806136324
527	0.4803213162
528	0.4799905245
529	0.4796411167
530	0.4794250963
531	0.4791519308
532	0.4789962879
533	0.4788868162
534	0.4785109427
535	0.4783500336
536	0.4781554771
537	0.4779960953
538	0.477646438
539	0.4773367918
540	0.4770955115
541	0.4768411023
542	0.4764922679
543	0.4760707923
544	0.4759145903
545	0.4755402341
546	0.4753017913
547	0.4751039369
548	0.4749068081
549	0.4747627537
550	0.4746279456
551	0.4743537298
552	0.4740640364
553	0.47383782
554	0.4737657476
555	0.4735990814
556	0.4734165193
557	0.4732449168
558	0.4730117563
559	0.4727063907
560	0.4725902548
561	0.4722207658
562	0.4718973905
563	0.4716703373
564	0.4713471486
565	0.4711605879
566	0.4708072927
567	0.4706423244
568	0.4704285431
569	0.4701550489
570	0.4698120168
571	0.469285353
572	0.4690040946
573	0.4688479468
574	0.4686898901
575	0.4684536909
576	0.4683011718
577	0.4681583322
578	0.467764237
579	0.4676312198
580	0.4674347011
581	0.4672247114
582	0.4669892931
583	0.4668187644
584	0.4665458805
585	0.4664233033
586	0.4660399157
587	0.465845147
588	0.4657204231
589	0.4655863046
590	0.465425137
591	0.4652216646
592	0.4648337659
593	0.4645947008
594	0.4644100607
595	0.4640045523
596	0.4638791845
597	0.4637175699
598	0.4635721978
599	0.4633386874
600	0.4631641233
601	0.462951948
602	0.4626271015
603	0.4624477062
604	0.4622208913
605	0.4620900113
606	0.4618802857
607	0.461582229
608	0.4614283248
609	0.4611145602
610	0.4609944796
611	0.4608125592
612	0.4605079266
613	0.4603796889
614	0.4602191333
615	0.4600806258
616	0.4600066213
617	0.4597315565
618	0.4596003543
619	0.4594611214
620	0.4593740745
621	0.4592160147
622	0.45908169
623	0.4589357838
624	0.4587479399
625	0.4586203965
626	0.4584730288
627	0.4581966245
628	0.4581158887
629	0.4579313617
630	0.4577779892
631	0.4576408235
632	0.4575265565
633	0.457213163
634	0.4569001221
635	0.4565181069
636	0.4564191074
637	0.4561880202
638	0.4559206215
639	0.4556225616
640	0.4553872634
641	0.4550969136
642	0.4546473309
643	0.4544952725
644	0.4541420136
645	0.4538176968
646	0.4535166906
647	0.4533503638
648	0.4532300122
649	0.4528759921
650	0.4526814694
651	0.4525469409
652	0.4522958971
653	0.4521378823
654	0.4517710029
655	0.4515794731
656	0.4514156641
657	0.450969298
658	0.4506487076
659	0.4505005706
660	0.4503624346
661	0.4502705
662	0.4501326799
663	0.4499235204
664	0.4496343183
665	0.4493597261
666	0.4490759212
667	0.4488297333
668	0.4487133953
669	0.4485398159
670	0.4483418561
671	0.4479484742
672	0.4476983657
673	0.4474486361
674	0.4472973182
675	0.4471520791
676	0.446804535
677	0.4467072991
678	0.4464633046
679	0.4462208668
680	0.4460698626
681	0.4459353324
682	0.4455387317
683	0.4452771649
684	0.4450930961
685	0.4447958501
686	0.444545024
687	0.4442017155
688	0.4440180826
689	0.443711659
690	0.4435753951
691	0.443286366
692	0.443090307
693	0.4429576264
694	0.4428006868
695	0.4425859203
696	0.4424214203
697	0.442215764
698	0.4420166676
699	0.441821385
700	0.4416541807
701	0.4414585046
702	0.4412296466
703	0.4410618982
704	0.4408370288
705	0.4405739691
706	0.440338816
707	0.440218233
708	0.4400896666
709	0.4399637763
710	0.4398043919
711	0.4397394036
712	0.439593154
713	0.4393813723
714	0.4391937135
715	0.4388927455
716	0.4386951829
717	0.4386108193
718	0.4382852634
719	0.4379807525
720	0.437777249
721	0.4376758523
722	0.437457714
723	0.4373708999
724	0.4372663344
725	0.4369519092
726	0.4365588382
727	0.4363956666
728	0.4362209341
729	0.4360898704
730	0.4358443317
731	0.4356763876
732	0.4354359195
733	0.435209965
734	0.4350544371
735	0.4348514883
736	0.4345989269
737	0.4344567189
738	0.4342616336
739	0.434104347
740	0.4340218859
741	0.4338034385
742	0.4336234591
743	0.4334935662
744	0.4333589685
745	0.4330730057
746	0.4327523612
747	0.4324537884
748	0.4322676297
749	0.4321738136
750	0.4320898316
751	0.4319925086
752	0.4316708899
753	0.4313876342
754	0.4310781839
755	0.4308567184
756	0.4306656012
757	0.4304448332
758	0.4303160543
759	0.4301053867
760	0.4299577168
761	0.4297480196
762	0.4295555852
763	0.4293217678
764	0.4291449508
765	0.4290064203
766	0.4288495788
767	0.4287160602
768	0.4285295687
769	0.4283261938
770	0.4280722858
771	0.4278966435
772	0.4277769085
773	0.4275326404
774	0.4272161625
775	0.4269782253
776	0.4268372621
777	0.4266325992
778	0.42651534
779	0.4262535745
780	0.4259759718
781	0.4257898432
782	0.4256240806
783	0.4252076792
784	0.4250188886
785	0.4248018121
786	0.4247252379
787	0.4245266149
788	0.4243353985
789	0.4241792082
790	0.4240261346
791	0.4238723154
792	0.4237067704
793	0.4234848406
794	0.423372044
795	0.4232769769
796	0.423082662
797	0.4229769235
798	0.4227085831
799	0.4225458076
800	0.42228414
801	0.4220424353
802	0.4219450804
803	0.4218571316
804	0.4217364737
805	0.4215056498
806	0.4212796432
807	0.4211024177
808	0.4208640987
809	0.4207029538
810	0.4204735857
811	0.4203614816
812	0.4202844003
813	0.420072067
814	0.4199599355
815	0.4197928378
816	0.4195719408
817	0.4193797247
818	0.4192297652
819	0.4189942873
820	0.4188586964
821	0.418634268
822	0.4184081124
823	0.4182555947
824	0.418135018
825	0.418042202
826	0.4178833843
827	0.4176825968
828	0.4174834546
829	0.4172327501
830	0.4169735624
831	0.4167376678
832	0.4166432716
833	0.4162742467
834	0.4159188106
835	0.4158546201
836	0.4155894919
837	0.4154315667
838	0.415268055
839	0.4150882569
840	0.4148542976
841	0.4146871821
842	0.4145120286
843	0.4143750361
844	0.4142367839
845	0.4140296956
846	0.4136989492
847	0.4134162166
848	0.4132896625
849	0.41309957
850	0.412987489
851	0.4129258381
852	0.4126996199
853	0.412448521
854	0.4123020129
855	0.4121572295
856	0.4120171975
857	0.4118065355
858	0.4116985194
859	0.4115433795
860	0.4114087529
861	0.4111851577
862	0.4110149387
863	0.4109711826
864	0.4109004095
865	0.4106127556
866	0.4103520659
867	0.4102457286
868	0.41003801
869	0.409780009
870	0.4096501556
871	0.4093464974
872	0.4091498877
873	0.4089913005
874	0.4087425444
875	0.408496642
876	0.408275457
877	0.4078293158
878	0.4075769654
879	0.4073193485
880	0.4070019356
881	0.4068649363
882	0.4067500067
883	0.4065015324
884	0.4063379081
885	0.4062366037
886	0.4059296054
887	0.405801863
888	0.4056142777
889	0.4054359468
890	0.4051451707
891	0.4050555433
892	0.4047709443
893	0.4046550893
894	0.4044524276
895	0.4043491634
896	0.4041492023
897	0.4038732508
898	0.4035958381
899	0.4033652443
900	0.4032895782
901	0.4031113289
902	0.4029681753
903	0.4026178802
904	0.4024390329
905	0.402329164
906	0.4022527613
907	0.4019871335
908	0.4018016805
909	0.40169593
910	0.4012739039
911	0.4011426056
912	0.4008508833
913	0.4007706903
914	0.4006728909
915	0.4004192059
916	0.4001322739
917	0.399911237
918	0.39971851
919	0.3995964791
920	0.3994191582
921	0.399307056
922	0.399083888
923	0.3988589709
924	0.3987210765
925	0.3985735729
926	0.3983500457
927	0.3980663908
928	0.3979854155
929	0.3977566848
930	0.3974815092
931	0.3973642709
932	0.3971805327
933	0.397004689
934	0.3967027647
935	0.3965135532
936	0.3963941024
937	0.3963095647
938	0.3960566969
939	0.3958046142
940	0.3956311263
941	0.3954603511
942	0.3951046323
943	0.3949817536
944	0.3947668082
945	0.3945930411
946	0.3944469634
947	0.3942877303
948	0.3940400001
949	0.3938274128
950	0.3937687443
951	0.3935451014
952	0.3934203711
953	0.3932758228
954	0.3930087373
955	0.392858884
956	0.3927593442
957	0.3926969734
958	0.3924973228
959	0.3923200843
960	0.3921459308
961	0.3919787941
962	0.3918170414
963	0.3917093112
964	0.3915450808
965	0.3912699682
966	0.3910618727
967	0.3908076091
968	0.3906236914
969	0.3904547494
970	0.3903206951
971	0.3900771878
972	0.3899497521
973	0.3897082694
974	0.3894312067
975	0.3892383899
976	0.3890618654
977	0.3888883093
978	0.3887818974
979	0.3885993551
980	0.3884233756
981	0.3881951134
982	0.3880313025
983	0.3876607318
984	0.387500067
985	0.3873504927
986	0.3872780282
987	0.3871440406
988	0.3869713576
989	0.3868656834
990	0.3866357781
991	0.3864101043
992	0.3862247893
993	0.3860905824
994	0.3857426007
995	0.3855127017
996	0.3852428646
997	0.3851724299
998	0.3850754848
999	0.3848561823
